ensembl	biotype	gene_id	chr	start	stop
ENSMUSG00000087902	misc_RNA	7SK	3	82597578	82597819
ENSMUSG00000088463	misc_RNA	7SK	3	78646146	78646488
ENSMUSG00000088481	snoRNA	SNORA17	3	76909131	76909207
ENSMUSG00000088597	snRNA	U6	3	83506174	83506280
ENSMUSG00000088638	snoRNA	SNORA17	3	75518712	75518846
ENSMUSG00000088794	misc_RNA	7SK	3	73011625	73011923
ENSMUSG00000088824	snoRNA	SNORA17	3	64698393	64698518
ENSMUSG00000089417	snoRNA	snoU90	3	68889027	68889369
ENSMUSG00000089444	snoRNA	SNORA17	3	81684649	81684788
ENSMUSG00000089507	snoRNA	SNORA17	3	70032669	70032796
ENSMUSG00000089746	antisense	Gm3513	3	79355236	79356115
ENSMUSG00000090120	antisense	A730090N16Rik	3	65128698	65153351
ENSMUSG00000090408	protein_coding	Gm17402	3	67169383	67179085
ENSMUSG00000090581	protein_coding	Vmn2r6	3	64341483	64369220
ENSMUSG00000090743	pseudogene	Gm17213	3	69234931	69236290
ENSMUSG00000090941	pseudogene	Gm17212	3	69139424	69139682
ENSMUSG00000091272	protein_coding	Gm17641	3	68671839	68674188
ENSMUSG00000091315	pseudogene	Gm17214	3	69123967	69124507
ENSMUSG00000091361	protein_coding	Gm5277	3	78695786	78696373
ENSMUSG00000091685	protein_coding	Gm17359	3	79149298	79268051
ENSMUSG00000093226	miRNA	AC163349.1	3	80496125	80496235
ENSMUSG00000093384	pseudogene	RP24-399B3.3	3	68704093	68704371
ENSMUSG00000093402	pseudogene	Gm18588	3	68706189	68706680
ENSMUSG00000093434	pseudogene	Vmn2r-ps11	3	64436496	64648665
ENSMUSG00000093474	pseudogene	Vmn2r-ps12	3	64548671	64549567
ENSMUSG00000093484	pseudogene	RP23-445D13.4	3	64400835	64409695
ENSMUSG00000093505	pseudogene	RP24-399B3.1	3	68707742	68708074
ENSMUSG00000093699	pseudogene	Vmn2r-ps9	3	64395437	64396818
ENSMUSG00000093730	pseudogene	RP24-399B3.4	3	68705752	68706066
ENSMUSG00000093767	pseudogene	Vmn2r-ps13	3	64703079	64703684
ENSMUSG00000001415	protein_coding	Smg5	3	88140182	88166259
ENSMUSG00000001416	protein_coding	Cct3	3	88101038	88125689
ENSMUSG00000001418	protein_coding	0610031J06Rik	3	88128945	88135235
ENSMUSG00000001419	protein_coding	Mef2d	3	87946294	87976008
ENSMUSG00000001420	protein_coding	Tmem79	3	88132577	88138426
ENSMUSG00000003382	protein_coding	Etv3	3	87329329	87344078
ENSMUSG00000004885	protein_coding	Crabp2	3	87752588	87757298
ENSMUSG00000004891	protein_coding	Nes	3	87775000	87784373
ENSMUSG00000004892	protein_coding	Bcan	3	87791453	87804278
ENSMUSG00000004894	protein_coding	Hapln2	3	87825672	87831505
ENSMUSG00000004895	protein_coding	Prcc	3	87662822	87689530
ENSMUSG00000004896	protein_coding	Rrnad1	3	87726523	87734639
ENSMUSG00000004897	protein_coding	Hdgf	3	87710243	87720054
ENSMUSG00000005640	protein_coding	Insrr	3	87600873	87620023
ENSMUSG00000008601	protein_coding	Rab25	3	88345951	88352222
ENSMUSG00000008604	protein_coding	Ubqln4	3	88357638	88373647
ENSMUSG00000010538	protein_coding	1700021C14Rik	3	88084043	88100921
ENSMUSG00000015852	protein_coding	Fcrls	3	87054680	87067660
ENSMUSG00000015854	protein_coding	Cd5l	3	87161803	87174996
ENSMUSG00000019710	protein_coding	Mrpl24	3	87723428	87727594
ENSMUSG00000023084	protein_coding	4933430H15Rik	3	87540845	87552547
ENSMUSG00000027993	protein_coding	Trim2	3	83964361	84109368
ENSMUSG00000028057	protein_coding	Rit1	3	88520760	88534971
ENSMUSG00000028059	protein_coding	Arhgef2	3	88411376	88451974
ENSMUSG00000028060	protein_coding	2810403A07Rik	3	88489716	88516855
ENSMUSG00000028062	protein_coding	Lamtor2	3	88353741	88356996
ENSMUSG00000028063	protein_coding	Lmna	3	88285070	88313878
ENSMUSG00000028064	protein_coding	Sema4a	3	88239881	88265104
ENSMUSG00000028066	protein_coding	Pmf1	3	88198061	88214238
ENSMUSG00000028068	protein_coding	Iqgap3	3	87885973	87924970
ENSMUSG00000028069	protein_coding	Gpatch4	3	87847030	87859915
ENSMUSG00000028070	protein_coding	Apoa1bp	3	87860445	87862417
ENSMUSG00000028071	protein_coding	Sh2d2a	3	87650677	87659644
ENSMUSG00000028072	protein_coding	Ntrk1	3	87582166	87599084
ENSMUSG00000028073	protein_coding	Pear1	3	87551812	87628181
ENSMUSG00000028076	protein_coding	Cd1d1	3	86799756	86803363
ENSMUSG00000028078	protein_coding	Dclk2	3	86590073	86724803
ENSMUSG00000028080	protein_coding	Lrba	3	86028602	86586615
ENSMUSG00000028081	protein_coding	Rps3a	3	85941862	85946624
ENSMUSG00000028082	protein_coding	Sh3d19	3	85888356	85934444
ENSMUSG00000028085	protein_coding	Pet112l	3	85378041	85459544
ENSMUSG00000028086	protein_coding	Fbxw7	3	84619190	84783120
ENSMUSG00000031286	protein_coding	Glt28d2	3	85604969	85691440
ENSMUSG00000033752	protein_coding	Mnd1	3	83891856	83959708
ENSMUSG00000033767	protein_coding	D930015E06Rik	3	83702131	83844083
ENSMUSG00000041355	protein_coding	Ssr2	3	88383593	88392319
ENSMUSG00000041423	protein_coding	Paqr6	3	88168506	88172463
ENSMUSG00000041734	protein_coding	Kirrel	3	86882515	86978669
ENSMUSG00000041750	protein_coding	Cd1d2	3	86790508	86793455
ENSMUSG00000041842	protein_coding	Fhdc1	3	84247947	84284351
ENSMUSG00000041977	protein_coding	Arhgef11	3	87421481	87541956
ENSMUSG00000044330	pseudogene	Gm9790	3	85719705	85719992
ENSMUSG00000047819	protein_coding	Tigd4	3	84397496	84400954
ENSMUSG00000048031	protein_coding	Fcrl5	3	87239807	87261758
ENSMUSG00000048039	protein_coding	Isg20l2	3	87734236	87744608
ENSMUSG00000049013	protein_coding	Prss48	3	85797732	85806413
ENSMUSG00000049741	protein_coding	Rxfp4	3	88455820	88457064
ENSMUSG00000050144	protein_coding	Slc25a44	3	88214420	88229061
ENSMUSG00000051000	protein_coding	Fam160a1	3	85463983	85550188
ENSMUSG00000051036	protein_coding	Ttc24	3	87873332	87882226
ENSMUSG00000054199	protein_coding	Gon4l	3	88639153	88772903
ENSMUSG00000056498	protein_coding	Tmem154	3	84470114	84508497
ENSMUSG00000057777	protein_coding	Mab21l2	3	86349503	86352205
ENSMUSG00000059994	protein_coding	Fcrl1	3	87180309	87196055
ENSMUSG00000064390	snoRNA	Rnu73b	3	85944540	85944610
ENSMUSG00000064738	snRNA	U1	3	88666841	88667002
ENSMUSG00000064840	snRNA	U6	3	85712275	85712381
ENSMUSG00000064867	snRNA	U6	3	86188169	86188275
ENSMUSG00000064872	snRNA	U1	3	86734665	86734824
ENSMUSG00000064984	snoRNA	Snord73a	3	85942713	85942780
ENSMUSG00000065236	rRNA	n-R5s197	3	88710432	88710550
ENSMUSG00000065764	snRNA	U1	3	86168379	86168547
ENSMUSG00000065847	snoRNA	SNORA32	3	85904456	85904577
ENSMUSG00000068921	protein_coding	Dap3	3	88724725	88755103
ENSMUSG00000068922	protein_coding	Msto1	3	88709029	88717921
ENSMUSG00000068923	protein_coding	Syt11	3	88548622	88636219
ENSMUSG00000074479	pseudogene	Gm10704	3	88380329	88381063
ENSMUSG00000074480	protein_coding	Mex3a	3	88336317	88345318
ENSMUSG00000074483	protein_coding	Bglap	3	88187423	88188386
ENSMUSG00000074486	protein_coding	Bglap2	3	88181658	88182621
ENSMUSG00000074489	protein_coding	Bglap-rs1	3	88172538	88176665
ENSMUSG00000074506	pseudogene	Gm10705	3	87011463	87011927
ENSMUSG00000074513	protein_coding	Arfip1	3	84300015	85691438
ENSMUSG00000077376	snoRNA	SNORA17	3	87386594	87386713
ENSMUSG00000077517	snoRNA	SNORA32	3	85754810	85754928
ENSMUSG00000077672	snoRNA	SNORA17	3	86870815	86870946
ENSMUSG00000077744	snoRNA	SNORA17	3	86079154	86079284
ENSMUSG00000078684	pseudogene	5830417I10Rik	3	88579138	88630250
ENSMUSG00000078691	protein_coding	Gm6821	3	88184926	88186733
ENSMUSG00000080424	miRNA	Mir466k	3	85271299	85271420
ENSMUSG00000084433	snoRNA	SNORA42	3	88511080	88511214
ENSMUSG00000084728	miRNA	Mir1905	3	88340223	88340304
ENSMUSG00000085527	lincRNA	Gm15535	3	85359968	85377867
ENSMUSG00000085625	pseudogene	Gm8813	3	84356780	84357374
ENSMUSG00000089077	snRNA	U7	3	85766693	85766754
ENSMUSG00000089394	snRNA	U6	3	85995338	85995448
ENSMUSG00000091881	antisense	Gm17146	3	88526012	88526592
ENSMUSG00000092876	miRNA	AC044864.1	3	88019511	88019618
ENSMUSG00000092988	miRNA	Mir3093	3	88019093	88019179
ENSMUSG00000093230	miRNA	AC139241.1	3	87421321	87421423
ENSMUSG00000093390	protein_coding	RP23-398K14.3	3	88420379	88424983
ENSMUSG00000000794	protein_coding	Kcnn3	3	89324086	89471683
ENSMUSG00000001016	protein_coding	Ilf2	3	90280123	90292301
ENSMUSG00000001017	protein_coding	2500003M10Rik	3	90302878	90313420
ENSMUSG00000001018	protein_coding	Snapin	3	90291948	90294955
ENSMUSG00000001020	protein_coding	S100a4	3	90407692	90409967
ENSMUSG00000001021	protein_coding	S100a3	3	90404137	90406624
ENSMUSG00000001023	protein_coding	S100a5	3	90412445	90415702
ENSMUSG00000001025	protein_coding	S100a6	3	90416816	90418336
ENSMUSG00000027927	protein_coding	Lelp1	3	91938916	91946676
ENSMUSG00000027931	protein_coding	Npr1	3	90254513	90269788
ENSMUSG00000027932	protein_coding	Slc27a3	3	90189161	90193860
ENSMUSG00000027933	protein_coding	Ints3	3	90195310	90237558
ENSMUSG00000027935	protein_coding	Rab13	3	90017617	90030307
ENSMUSG00000027936	protein_coding	Crtc2	3	90058085	90068047
ENSMUSG00000027937	protein_coding	Jtb	3	90035519	90039760
ENSMUSG00000027938	protein_coding	Creb3l4	3	90041422	90047434
ENSMUSG00000027939	protein_coding	Nup210l	3	89908054	90015939
ENSMUSG00000027940	protein_coding	Tpm3	3	89876571	89904824
ENSMUSG00000027942	protein_coding	4933434E20Rik	3	89855558	89867263
ENSMUSG00000027944	protein_coding	Hax1	3	89799378	89802608
ENSMUSG00000027947	protein_coding	Il6ra	3	89673246	89717084
ENSMUSG00000027950	protein_coding	Chrnb2	3	89557370	89568554
ENSMUSG00000027951	protein_coding	Adar	3	89518944	89557368
ENSMUSG00000027952	protein_coding	Pmvk	3	89263040	89272935
ENSMUSG00000027953	protein_coding	Slc50a1	3	89072168	89074492
ENSMUSG00000027954	protein_coding	Efna1	3	89075655	89085064
ENSMUSG00000028039	protein_coding	Efna3	3	89117821	89126887
ENSMUSG00000028040	protein_coding	Efna4	3	89137312	89141950
ENSMUSG00000028041	protein_coding	Adam15	3	89142464	89153932
ENSMUSG00000028042	protein_coding	Zbtb7b	3	89181566	89198698
ENSMUSG00000028044	protein_coding	Cks1b	3	89219394	89222305
ENSMUSG00000028047	protein_coding	Thbs3	3	89019102	89030759
ENSMUSG00000028048	protein_coding	Gba	3	89006850	89012603
ENSMUSG00000028049	protein_coding	Scamp3	3	88981395	88986687
ENSMUSG00000028051	protein_coding	Hcn3	3	88949996	88964118
ENSMUSG00000028053	protein_coding	Ash1l	3	88769734	88883295
ENSMUSG00000032657	protein_coding	Fam189b	3	88987065	88993217
ENSMUSG00000041237	protein_coding	Pklr	3	88940064	88950706
ENSMUSG00000041263	protein_coding	Rusc1	3	88887903	88897285
ENSMUSG00000042212	protein_coding	Sprr2d	3	92143062	92144795
ENSMUSG00000042244	protein_coding	Pglyrp3	3	91818505	91835504
ENSMUSG00000042250	protein_coding	Pglyrp4	3	90530828	90545439
ENSMUSG00000042306	protein_coding	S100a14	3	90330778	90332755
ENSMUSG00000042312	protein_coding	S100a13	3	90318357	90328503
ENSMUSG00000042390	protein_coding	Gatad2b	3	90145576	90162042
ENSMUSG00000042404	protein_coding	Dennd4b	3	90069107	90084591
ENSMUSG00000042520	protein_coding	Ubap2l	3	89803511	89856397
ENSMUSG00000042572	protein_coding	Ube2q1	3	89577531	89587919
ENSMUSG00000042579	protein_coding	4632404H12Rik	3	89571433	89577162
ENSMUSG00000042613	protein_coding	Pbxip1	3	89240628	89254874
ENSMUSG00000042626	protein_coding	Shc1	3	89222365	89233937
ENSMUSG00000042642	protein_coding	Flad1	3	89204926	89215792
ENSMUSG00000042672	protein_coding	Dcst1	3	89154141	89169175
ENSMUSG00000042737	protein_coding	Dpm3	3	89063280	89071001
ENSMUSG00000042747	protein_coding	Krtcap2	3	89049888	89053644
ENSMUSG00000042766	protein_coding	Trim46	3	89038099	89050231
ENSMUSG00000042784	protein_coding	Muc1	3	89032979	89037303
ENSMUSG00000043165	protein_coding	Lor	3	91884197	91887064
ENSMUSG00000044080	protein_coding	S100a1	3	90314956	90318314
ENSMUSG00000046203	protein_coding	Sprr2g	3	92177837	92179151
ENSMUSG00000046259	protein_coding	Sprr2h	3	92189607	92191246
ENSMUSG00000046280	protein_coding	She	3	89635292	89662756
ENSMUSG00000047824	protein_coding	Pygo2	3	89234136	89239050
ENSMUSG00000050092	protein_coding	Sprr2b	3	92120627	92122007
ENSMUSG00000050635	protein_coding	Sprr2f	3	92169109	92170364
ENSMUSG00000052310	protein_coding	Slc39a1	3	90052094	90057534
ENSMUSG00000055030	protein_coding	Sprr2e	3	92156065	92157371
ENSMUSG00000056054	protein_coding	S100a8	3	90472993	90473956
ENSMUSG00000056071	protein_coding	S100a9	3	90496554	90499643
ENSMUSG00000056270	protein_coding	Prr9	3	91926126	91927869
ENSMUSG00000059743	protein_coding	Fdps	3	88897514	88905881
ENSMUSG00000060671	protein_coding	Atp8b2	3	89743403	89767430
ENSMUSG00000063767	protein_coding	S100a7a	3	90458224	90462052
ENSMUSG00000064068	protein_coding	Mtx1	3	89013003	89031010
ENSMUSG00000064930	snoRNA	SNORA41	3	89930457	89930588
ENSMUSG00000065045	snRNA	U1	3	89771921	89772085
ENSMUSG00000065079	snRNA	U1	3	90364478	90364624
ENSMUSG00000068893	protein_coding	Sprr2a2	3	92019842	92061220
ENSMUSG00000068917	protein_coding	Clk2	3	88968717	88980843
ENSMUSG00000068921	protein_coding	Dap3	3	88724725	88755103
ENSMUSG00000074445	protein_coding	Sprr2a3	3	92054654	92093169
ENSMUSG00000074457	protein_coding	S100a16	3	90341176	90347073
ENSMUSG00000074466	antisense	Gm15417	3	89195772	89202701
ENSMUSG00000074467	pseudogene	Gm10702	3	89157551	89158820
ENSMUSG00000076255	miRNA	Mir92b	3	89031038	89031120
ENSMUSG00000077085	miRNA	AC163215.1	3	91814678	91814787
ENSMUSG00000077148	snRNA	U6	3	88901832	88901935
ENSMUSG00000077569	snoRNA	SNORA58	3	89814517	89814652
ENSMUSG00000077804	snoRNA	SNORA17	3	88852920	88853049
ENSMUSG00000077996	miRNA	Mir190b	3	89873942	89874021
ENSMUSG00000078173	protein_coding	Lenep	3	89204910	89206715
ENSMUSG00000078664	protein_coding	Sprr2a1	3	92019757	92026407
ENSMUSG00000082826	pseudogene	Gm6097	3	91828489	91828833
ENSMUSG00000084456	snRNA	U6	3	90352541	90352646
ENSMUSG00000084527	snRNA	U6	3	90002604	90002708
ENSMUSG00000086377	pseudogene	4930529C04Rik	3	90875584	90879117
ENSMUSG00000086389	lincRNA	Gm15998	3	89119361	89122829
ENSMUSG00000086718	antisense	Gm16069	3	88984677	88986215
ENSMUSG00000087411	antisense	Gm16048	3	90255505	90261017
ENSMUSG00000090005	sense_intronic	Gm16540	3	89861181	89862302
ENSMUSG00000090733	protein_coding	Rps27	3	90016593	90017573
ENSMUSG00000091175	protein_coding	9130204L05Rik	3	90892059	90894727
ENSMUSG00000093093	misc_RNA	AC132327.1	3	89106404	89106651
ENSMUSG00000005625	protein_coding	Psmd4	3	94836616	94846536
ENSMUSG00000005628	protein_coding	Tmod4	3	94928398	94933131
ENSMUSG00000005774	protein_coding	Rfx5	3	94757997	94765483
ENSMUSG00000005779	protein_coding	Psmb4	3	94688015	94690883
ENSMUSG00000005968	protein_coding	Tuft1	3	94416679	94462794
ENSMUSG00000008958	protein_coding	Vps72	3	94914944	94926973
ENSMUSG00000013707	protein_coding	Tnfaip8l2	3	94943443	94946282
ENSMUSG00000015522	protein_coding	Arnt	3	95238310	95301162
ENSMUSG00000015697	protein_coding	Setdb1	3	95127447	95161124
ENSMUSG00000015702	protein_coding	Anxa9	3	95100018	95111098
ENSMUSG00000015711	protein_coding	Prune	3	95057596	95085998
ENSMUSG00000015714	protein_coding	Lass2	3	95118714	95127510
ENSMUSG00000015850	protein_coding	Adamtsl4	3	95480124	95491840
ENSMUSG00000019338	protein_coding	Zfp687	3	94810512	94819370
ENSMUSG00000027907	protein_coding	S100a11	3	93324410	93330209
ENSMUSG00000027908	protein_coding	Tchhl1	3	93272676	93275902
ENSMUSG00000027912	protein_coding	Lce1m	3	92821729	92822982
ENSMUSG00000027913	protein_coding	Crct1	3	92818127	92819609
ENSMUSG00000027919	protein_coding	Lce1g	3	92554070	92556260
ENSMUSG00000027923	protein_coding	Lce1b	3	92459572	92460848
ENSMUSG00000027925	protein_coding	Sprr2j-ps	3	92222009	92223318
ENSMUSG00000028106	protein_coding	Rprd2	3	95563796	95622876
ENSMUSG00000028107	protein_coding	Tars2	3	95543899	95558900
ENSMUSG00000028108	protein_coding	Ecm1	3	95538070	95543492
ENSMUSG00000028109	protein_coding	Hormad1	3	95363599	95391593
ENSMUSG00000028111	protein_coding	Ctsk	3	95303208	95313284
ENSMUSG00000028115	protein_coding	Bnipl	3	95045193	95055115
ENSMUSG00000028126	protein_coding	Pip5k1a	3	94862452	94910852
ENSMUSG00000028136	protein_coding	Snx27	3	94301466	94386638
ENSMUSG00000028137	protein_coding	Celf3	3	94282753	94296115
ENSMUSG00000028139	protein_coding	Riiad1	3	94268907	94277513
ENSMUSG00000028140	protein_coding	Mrpl9	3	94247240	94255052
ENSMUSG00000028141	protein_coding	Oaz3	3	94237088	94240538
ENSMUSG00000028145	protein_coding	Them4	3	94114011	94136462
ENSMUSG00000028148	protein_coding	Them5	3	94146021	94151274
ENSMUSG00000028150	protein_coding	Rorc	3	94176716	94202198
ENSMUSG00000038612	protein_coding	Mcl1	3	95462643	95467099
ENSMUSG00000038619	protein_coding	Ensa	3	95428902	95436024
ENSMUSG00000038642	protein_coding	Ctss	3	95330708	95360325
ENSMUSG00000038712	protein_coding	Fam63a	3	95085267	95100088
ENSMUSG00000038766	protein_coding	Gabpb2	3	94985688	95021864
ENSMUSG00000038777	protein_coding	Sema6c	3	94964379	94977946
ENSMUSG00000038861	protein_coding	Pi4kb	3	94778653	94810765
ENSMUSG00000038902	protein_coding	Pogz	3	94641489	94686248
ENSMUSG00000041912	protein_coding	Tdrkh	3	94217218	94236555
ENSMUSG00000041959	protein_coding	S100a10	3	93359002	93368565
ENSMUSG00000041984	protein_coding	Rptn	3	93197621	93203364
ENSMUSG00000041991	protein_coding	Hrnr	3	93123671	93137492
ENSMUSG00000042031	protein_coding	Lce3b	3	92736901	92738020
ENSMUSG00000042092	protein_coding	Lce1c	3	92483169	92484840
ENSMUSG00000042124	protein_coding	Lce1f	3	92522607	92524272
ENSMUSG00000042157	protein_coding	Sprr2i	3	92211913	92213193
ENSMUSG00000042165	protein_coding	Gm9774	3	92232092	92233315
ENSMUSG00000043472	protein_coding	Gm9782	3	92761980	92762353
ENSMUSG00000044505	protein_coding	Lingo4	3	94202439	94208423
ENSMUSG00000045475	protein_coding	Lce3c	3	92748408	92749652
ENSMUSG00000045539	protein_coding	Sprr3	3	92260697	92261539
ENSMUSG00000045566	protein_coding	Sprr4	3	92304185	92304415
ENSMUSG00000046519	protein_coding	Golph3l	3	95392856	95423164
ENSMUSG00000046676	protein_coding	Lce1l	3	92653871	92655208
ENSMUSG00000046722	protein_coding	Cdc42se1	3	95032654	95040331
ENSMUSG00000048455	protein_coding	Sprr1b	3	92240731	92242701
ENSMUSG00000049128	protein_coding	Ivl	3	92374834	92377637
ENSMUSG00000049133	protein_coding	Flg2	3	93004132	93024715
ENSMUSG00000049593	protein_coding	Lce1h	3	92567137	92568987
ENSMUSG00000050359	protein_coding	Sprr1a	3	92287874	92289817
ENSMUSG00000052415	protein_coding	Tchh	3	93246252	93252999
ENSMUSG00000053192	protein_coding	Mllt11	3	95023057	95032599
ENSMUSG00000053769	protein_coding	Lysmd1	3	94938010	94943440
ENSMUSG00000054215	protein_coding	Sprr2k	3	92236504	92237847
ENSMUSG00000054325	protein_coding	Lce3a	3	92729213	92730152
ENSMUSG00000057609	protein_coding	Lce1a1	3	92450454	92452229
ENSMUSG00000057829	pseudogene	Gm5278	3	93237137	93237688
ENSMUSG00000058005	protein_coding	Tdpoz3	3	93629942	93631039
ENSMUSG00000059832	protein_coding	Kprp	3	92626996	92631169
ENSMUSG00000060256	protein_coding	Tdpoz4	3	93600320	93601432
ENSMUSG00000060438	pseudogene	Rps10-ps1	3	95426200	95426720
ENSMUSG00000062896	pseudogene	Gm9154	3	94408330	94408706
ENSMUSG00000064590	snRNA	U6	3	94903422	94903528
ENSMUSG00000064952	snoRNA	SNORD62	3	94894547	94894631
ENSMUSG00000065665	snRNA	U6	3	92765930	92766038
ENSMUSG00000068860	protein_coding	Gm128	3	95040842	95045520
ENSMUSG00000068874	protein_coding	Selenbp1	3	94736978	94748680
ENSMUSG00000068876	protein_coding	Cgn	3	94464507	94590414
ENSMUSG00000068877	protein_coding	Selenbp2	3	94497478	94508335
ENSMUSG00000068879	protein_coding	Gm5773	3	93576922	93578068
ENSMUSG00000068885	protein_coding	Lce3f	3	92796148	92797347
ENSMUSG00000068887	protein_coding	Lce1j	3	92592972	92593391
ENSMUSG00000068888	protein_coding	Lce1i	3	92581132	92582821
ENSMUSG00000068889	protein_coding	Lce1e	3	92511323	92512996
ENSMUSG00000068890	protein_coding	Lce1a2	3	92472535	92474237
ENSMUSG00000074424	protein_coding	Gm10696	3	93978334	93982115
ENSMUSG00000074433	protein_coding	2310001H18Rik	3	92771899	92772201
ENSMUSG00000074435	protein_coding	Smcp	3	92387814	92392896
ENSMUSG00000076037	miRNA	AC123859.1	3	93237119	93237227
ENSMUSG00000078657	protein_coding	Crnn	3	92948709	92953393
ENSMUSG00000081355	pseudogene	Gm15264	3	94523945	94562038
ENSMUSG00000081640	pseudogene	Rplp0-ps1	3	93082063	93082995
ENSMUSG00000083822	pseudogene	Hmgb1-ps5	3	95334340	95334896
ENSMUSG00000084058	pseudogene	Gm15263	3	94636899	94637727
ENSMUSG00000084846	lincRNA	A730011C13Rik	3	94798332	94801272
ENSMUSG00000085006	pseudogene	BC021767	3	94465752	94474618
ENSMUSG00000085250	lincRNA	Gm15234	3	94462883	94464037
ENSMUSG00000085956	lincRNA	4930481B07Rik	3	94819547	94824060
ENSMUSG00000086288	antisense	Gm15265	3	94802722	94808791
ENSMUSG00000086848	protein_coding	Lce6a	3	92424003	92425582
ENSMUSG00000087660	antisense	B230398E01Rik	3	94762956	94765970
ENSMUSG00000087720	snRNA	U6	3	94724244	94724345
ENSMUSG00000087835	snRNA	U6	3	92753080	92753181
ENSMUSG00000089689	pseudogene	Gm4982	3	94040624	94041721
ENSMUSG00000089696	protein_coding	Gm4778	3	94067958	94070706
ENSMUSG00000089826	pseudogene	Gm16560	3	93977002	93977405
ENSMUSG00000089891	pseudogene	Gm16561	3	94079155	94079346
ENSMUSG00000089893	pseudogene	Gm9141	3	94046386	94047392
ENSMUSG00000090111	pseudogene	Gm16584	3	94005132	94005320
ENSMUSG00000090268	protein_coding	Gm5286	3	94000636	94003724
ENSMUSG00000090314	protein_coding	2310050C09Rik	3	92672281	92674127
ENSMUSG00000091421	pseudogene	Gm17510	3	92493747	92494085
ENSMUSG00000091648	protein_coding	C2cd4d	3	94166366	94168489
